skos:notation,skos:prefLabel,skos:altLabel,nypl:collectionType,nypl:deliveryLocationType,nypl:actualLocation,dcterms:isPartOf,nypl:owner,nypl:requestable,nypl:deliverableTo,nypl:recapCustomerCode,nypl:allowSierraHold,nypl:locationsSlug,nypl:deliverableToResolution
svy01,Soundview YA Reference,Soundview YA Reference,Branch,,,sv,,false,,,true,,
svy0f,Soundview YA Fiction,Soundview YA Fiction,Branch,,,sv,,false,,,true,,
svy0l,Soundview YA World Languages,Soundview YA World Languages,Branch,,,sv,,false,,,true,,
svy0n,Soundview YA Non-Fiction,Soundview YA Non-Fiction,Branch,,,sv,,false,,,true,,
svy0v,Soundview YA Non-Print Media,Soundview YA Non-Print Media,Branch,,,sv,,false,,,true,,
svyr,Soundview Young Adult Reference,Soundview Young Adult Reference,Branch,,,sv,,false,,,true,,
svzzz,Soundview,Soundview (error code),Branch,,,sv,,false,,,true,,
tg,Throg's Neck,Throg's Neck,Branch,,,tg,,false,,,true,,
tga,Throg's Neck Adult,Throg's Neck Adult,Branch,,,tg,,false,,,true,,
tga01,Throg's Neck Reference,Throg's Neck Reference,Branch,,,tg,,false,,,true,,
tga03,Throg's Neck Closed Shelf Reference,Throg's Neck Closed Shelf Reference,Branch,,,tg,,false,,,true,,
tga0f,Throg's Neck Fiction,Throg's Neck Fiction,Branch,,,tg,,false,,,true,,
tga0l,Throg's Neck World Languages,Throg's Neck World Languages,Branch,,,tg,,false,,,true,,
tga0n,Throg's Neck Non-Fiction,Throg's Neck Non-Fiction,Branch,,,tg,,false,,,true,,
tga0v,Throg's Neck Non-Print Media,Throg's Neck Non-Print Media,Branch,,,tg,,false,,,true,,
tgar,Throg's Neck Adult Reference,Throg's Neck Adult Reference,Branch,,,tg,,false,,,true,,
tgj,Throg's Neck Children,Throg's Neck Children,Branch,,,tg,,false,,,true,,
tgj01,Throg's Neck Children's Reference,Throg's Neck Children's Reference,Branch,,,tg,,false,,,true,,
tgj0a,Throg's Neck Children's Easy Book,Throg's Neck Children's Easy Book,Branch,,,tg,,false,,,true,,
tgj0f,Throg's Neck Children's Fiction,Throg's Neck Children's Fiction,Branch,,,tg,,false,,,true,,
tgj0h,Throg's Neck Children's Holiday Book,Throg's Neck Children's Holiday Book,Branch,,,tg,,false,,,true,,
tgj0i,Throg's Neck Children's Picture Book,Throg's Neck Children's Picture Book,Branch,,,tg,,false,,,true,,
tgj0l,Throg's Neck Children's World Languages,Throg's Neck Children's World Languages,Branch,,,tg,,false,,,true,,
tgj0n,Throg's Neck Children's Non-Fiction,Throg's Neck Children's Non-Fiction,Branch,,,tg,,false,,,true,,
tgj0t,Throg's Neck Children's Fairy Tale,Throg's Neck Children's Fairy Tale,Branch,,,tg,,false,,,true,,
tgj0v,Throg's Neck Children's Non-Print Media,Throg's Neck Children's Non-Print Media,Branch,,,tg,,false,,,true,,
tgj0y,Throg's Neck Children's Young Reader,Throg's Neck Children's Young Reader,Branch,,,tg,,false,,,true,,
tgjlf,Throg's Neck Children's Read-Along Book Fiction,Throg's Neck Children's Read-Along Book Fiction,Branch,,,tg,,false,,,true,,
tgjln,Throg's Neck Children's Read-Along Book Non-Fiction,Throg's Neck Children's Read-Along Book Non-Fiction,Branch,,,tg,,false,,,true,,
tgjr,Throg's Neck Children's Reference,Throg's Neck Children's Reference,Branch,,,tg,,false,,,true,,
tgy,Throg's Neck Young Adult,Throg's Neck Young Adult,Branch,,,tg,,false,,,true,,
tgy01,Throg's Neck YA Reference,Throg's Neck YA Reference,Branch,,,tg,,false,,,true,,
tgy0f,Throg's Neck YA Fiction,Throg's Neck YA Fiction,Branch,,,tg,,false,,,true,,
tgy0l,Throg's Neck YA World Languages,Throg's Neck YA World Languages,Branch,,,tg,,false,,,true,,
tgy0n,Throg's Neck YA Non-Fiction,Throg's Neck YA Non-Fiction,Branch,,,tg,,false,,,true,,
tgy0v,Throg's Neck YA Non-Print Media,Throg's Neck YA Non-Print Media,Branch,,,tg,,false,,,true,,
tgyr,Throg's Neck Young Adult Reference,Throg's Neck Young Adult Reference,Branch,,,tg,,false,,,true,,
tgzzz,Throg's Neck,Throg's Neck (error code),Branch,,,tg,,false,,,true,,
th,Todt Hill-Westerleigh,Todt Hill-Westerleigh,Branch,,,th,,false,,,true,,
tha,Todt Hill-Westerleigh Adult,Todt Hill-Westerleigh Adult,Branch,,,th,,false,,,true,,
tha01,Todt Hill-Westerleigh Reference,Todt Hill-Westerleigh Reference,Branch,,,th,,false,,,true,,
tha03,Todt Hill-Westerleigh Closed Shelf Reference,Todt Hill-Westerleigh Closed Shelf Reference,Branch,,,th,,false,,,true,,
tha0f,Todt Hill-Westerleigh Fiction,Todt Hill-Westerleigh Fiction,Branch,,,th,,false,,,true,,
tha0l,Todt Hill-Westerleigh World Languages,Todt Hill-Westerleigh World Languages,Branch,,,th,,false,,,true,,
tha0n,Todt Hill-Westerleigh Non-Fiction,Todt Hill-Westerleigh Non-Fiction,Branch,,,th,,false,,,true,,
tha0v,Todt Hill-Westerleigh Non-Print Media,Todt Hill-Westerleigh Non-Print Media,Branch,,,th,,false,,,true,,
thar,Todt Hill-Westerleigh Adult Reference,Todt Hill-Westerleigh Adult Reference,Branch,,,th,,false,,,true,,
thj,Todt Hill-Westerleigh Children,Todt Hill-Westerleigh Children,Branch,,,th,,false,,,true,,
thj01,Todt Hill-Westerleigh Children's Reference,Todt Hill-Westerleigh Children's Reference,Branch,,,th,,false,,,true,,
thj0a,Todt Hill-Westerleigh Children's Easy Book,Todt Hill-Westerleigh Children's Easy Book,Branch,,,th,,false,,,true,,
thj0f,Todt Hill-Westerleigh Children's Fiction,Todt Hill-Westerleigh Children's Fiction,Branch,,,th,,false,,,true,,
thj0h,Todt Hill-Westerleigh Children's Holiday Book,Todt Hill-Westerleigh Children's Holiday Book,Branch,,,th,,false,,,true,,
thj0i,Todt Hill-Westerleigh Children's Picture Book,Todt Hill-Westerleigh Children's Picture Book,Branch,,,th,,false,,,true,,
thj0l,Todt Hill-Westerleigh Children's World Languages,Todt Hill-Westerleigh Children's World Languages,Branch,,,th,,false,,,true,,
thj0n,Todt Hill-Westerleigh Children's Non-Fiction,Todt Hill-Westerleigh Children's Non-Fiction,Branch,,,th,,false,,,true,,
thj0t,Todt Hill-Westerleigh Children's Fairy Tale,Todt Hill-Westerleigh Children's Fairy Tale,Branch,,,th,,false,,,true,,
thj0v,Todt Hill-Westerleigh Children's Non-Print Media,Todt Hill-Westerleigh Children's Non-Print Media,Branch,,,th,,false,,,true,,
thj0y,Todt Hill-Westerleigh Children's Young Reader,Todt Hill-Westerleigh Children's Young Reader,Branch,,,th,,false,,,true,,
thjel,Todt Hill-Westerleigh Children's Read Together: Storytime Kits,Todt Hill-Westerleigh Children's Read Together: Storytime Kits,Branch,,,th,,false,,,true,,
thjlf,Todt Hill-Westerleigh Children's Read-Along Book Fiction,Todt Hill-Westerleigh Children's Read-Along Book Fiction,Branch,,,th,,false,,,true,,
thjln,Todt Hill-Westerleigh Children's Read-Along Book Non-Fiction,Todt Hill-Westerleigh Children's Read-Along Book Non-Fiction,Branch,,,th,,false,,,true,,
thjr,Todt Hill-Westerleigh Children's Reference,Todt Hill-Westerleigh Children's Reference,Branch,,,th,,false,,,true,,
thy,Todt Hill-Westerleigh Young Adult Reference,Todt Hill-Westerleigh Young Adult Reference,Branch,,,th,,false,,,true,,
thy01,Todt Hill-Westerleigh YA Reference,Todt Hill-Westerleigh YA Reference,Branch,,,th,,false,,,true,,
thy0f,Todt Hill-Westerleigh YA Fiction,Todt Hill-Westerleigh YA Fiction,Branch,,,th,,false,,,true,,
thy0l,Todt Hill-Westerleigh YA World Languages,Todt Hill-Westerleigh YA World Languages,Branch,,,th,,false,,,true,,
thy0n,Todt Hill-Westerleigh YA Non-Fiction,Todt Hill-Westerleigh YA Non-Fiction,Branch,,,th,,false,,,true,,
thy0v,Todt Hill-Westerleigh YA Non-Print Media,Todt Hill-Westerleigh YA Non-Print Media,Branch,,,th,,false,,,true,,
thyr,Todt Hill-Westerleigh Young Adult Reference,Todt Hill-Westerleigh Young Adult Reference,Branch,,,th,,false,,,true,,
thzzz,Todt Hill-Westerleigh,Todt Hill-Westerleigh (error code),Branch,,,th,,false,,,true,,
tm,Tremont,Tremont,Branch,,,tm,,false,,,true,,
tma,Tremont Adult,Tremont Adult,Branch,,,tm,,false,,,true,,
tma01,Tremont Reference,Tremont Reference,Branch,,,tm,,false,,,true,,
tma03,Tremont Closed Shelf Reference,Tremont Closed Shelf Reference,Branch,,,tm,,false,,,true,,
tma0f,Tremont Fiction,Tremont Fiction,Branch,,,tm,,false,,,true,,
tma0l,Tremont World Languages,Tremont World Languages,Branch,,,tm,,false,,,true,,
tma0n,Tremont Non-Fiction,Tremont Non-Fiction,Branch,,,tm,,false,,,true,,
tma0v,Tremont Non-Print Media,Tremont Non-Print Media,Branch,,,tm,,false,,,true,,
tmar,Tremont Adult Reference,Tremont Adult Reference,Branch,,,tm,,false,,,true,,
tmj,Tremont Children,Tremont Children,Branch,,,tm,,false,,,true,,
tmj01,Tremont Children's Reference,Tremont Children's Reference,Branch,,,tm,,false,,,true,,
tmj0a,Tremont Children's Easy Book,Tremont Children's Easy Book,Branch,,,tm,,false,,,true,,
tmj0f,Tremont Children's Fiction,Tremont Children's Fiction,Branch,,,tm,,false,,,true,,
tmj0h,Tremont Children's Holiday Book,Tremont Children's Holiday Book,Branch,,,tm,,false,,,true,,
tmj0i,Tremont Children's Picture Book,Tremont Children's Picture Book,Branch,,,tm,,false,,,true,,
tmj0l,Tremont Children's World Languages,Tremont Children's World Languages,Branch,,,tm,,false,,,true,,
tmj0n,Tremont Children's Non-Fiction,Tremont Children's Non-Fiction,Branch,,,tm,,false,,,true,,
tmj0t,Tremont Children's Fairy Tale,Tremont Children's Fairy Tale,Branch,,,tm,,false,,,true,,
tmj0v,Tremont Children's Non-Print Media,Tremont Children's Non-Print Media,Branch,,,tm,,false,,,true,,
tmj0y,Tremont Children's Young Reader,Tremont Children's Young Reader,Branch,,,tm,,false,,,true,,
tmjel,Tremont Children's Read Together: Storytime Kits,Tremont Children's Read Together: Storytime Kits,Branch,,,tm,,false,,,true,,
tmjlf,Tremont Children's Read-Along Book Fiction,Tremont Children's Read-Along Book Fiction,Branch,,,tm,,false,,,true,,
tmjln,Tremont Children's Read-Along Book Non-Fiction,Tremont Children's Read-Along Book Non-Fiction,Branch,,,tm,,false,,,true,,
tmjr,Tremont Children's Reference,Tremont Children's Reference,Branch,,,tm,,false,,,true,,
tmy,Tremont Young Adult,Tremont Young Adult,Branch,,,tm,,false,,,true,,
tmy01,Tremont YA Reference,Tremont YA Reference,Branch,,,tm,,false,,,true,,
tmy0f,Tremont YA Fiction,Tremont YA Fiction,Branch,,,tm,,false,,,true,,
tmy0l,Tremont YA World Languages,Tremont YA World Languages,Branch,,,tm,,false,,,true,,
tmy0n,Tremont YA Non-Fiction,Tremont YA Non-Fiction,Branch,,,tm,,false,,,true,,
tmy0v,Tremont YA Non-Print Media,Tremont YA Non-Print Media,Branch,,,tm,,false,,,true,,
tmyr,Tremont Young Adult Reference,Tremont Young Adult Reference,Branch,,,tm,,false,,,true,,
tmzzz,Tremont,Tremont (error code),Branch,,,tm,,false,,,true,,
tn,39th Street - HR - Finance - Marketing,39th St - HR - Finance - Marketing,Branch,,,tn,,false,,,true,,
ts,Tompkins Square,Tompkins Square,Branch,,,ts,,false,,,true,,
tsa,Tompkins Square Adult,Tompkins Square Adult,Branch,,,ts,,false,,,true,,
tsa01,Tompkins Square Reference,Tompkins Square Reference,Branch,,,ts,,false,,,true,,
tsa03,Tompkins Square Closed Shelf Reference,Tompkins Square Closed Shelf Reference,Branch,,,ts,,false,,,true,,
tsa0f,Tompkins Square Fiction,Tompkins Square Fiction,Branch,,,ts,,false,,,true,,
tsa0l,Tompkins Square World Languages,Tompkins Square World Languages,Branch,,,ts,,false,,,true,,
tsa0n,Tompkins Square Non-Fiction,Tompkins Square Non-Fiction,Branch,,,ts,,false,,,true,,
tsa0v,Tompkins Square Non-Print Media,Tompkins Square Non-Print Media,Branch,,,ts,,false,,,true,,
tsa0w,Tompkins Square Center for Reading & Writing,Tompkins Square Center for Reading & Writing,Branch,,,ts,,false,,,true,,
tsacf,Tompkins Square Cafe Fiction,Tompkins Square Cafe Fiction,Branch,,,ts,,false,,,true,,
tsacn,Tompkins Square Cafe Non-Fiction,Tompkins Square Cafe Non-Fiction,Branch,,,ts,,false,,,true,,
tsacv,Tompkins Square Cafe Non-Print Media,Tompkins Square Cafe Non-Print Media,Branch,,,ts,,false,,,true,,
tsar,Tompkins Square Adult Reference,Tompkins Square Adult Reference,Branch,,,ts,,false,,,true,,
tsj,Tompkins Square Children,Tompkins Square Children,Branch,,,ts,,false,,,true,,
tsj01,Tompkins Square Children's Reference,Tompkins Square Children's Reference,Branch,,,ts,,false,,,true,,
tsj0a,Tompkins Square Children's Easy Book,Tompkins Square Children's Easy Book,Branch,,,ts,,false,,,true,,
tsj0f,Tompkins Square Children's Fiction,Tompkins Square Children's Fiction,Branch,,,ts,,false,,,true,,
tsj0h,Tompkins Square Children's Holiday Book,Tompkins Square Children's Holiday Book,Branch,,,ts,,false,,,true,,
tsj0i,Tompkins Square Children's Picture Book,Tompkins Square Children's Picture Book,Branch,,,ts,,false,,,true,,
tsj0l,Tompkins Square Children's World Languages,Tompkins Square Children's World Languages,Branch,,,ts,,false,,,true,,
tsj0n,Tompkins Square Children's Non-Fiction,Tompkins Square Children's Non-Fiction,Branch,,,ts,,false,,,true,,
tsj0r,Tompkins Square Video Visit Room,Tompkins Square Video Visit Room,Branch,,,ts,,false,,,true,,
tsj0t,Tompkins Square Children's Fairy Tale,Tompkins Square Children's Fairy Tale,Branch,,,ts,,false,,,true,,
tsj0v,Tompkins Square Children's Non-Print Media,Tompkins Square Children's Non-Print Media,Branch,,,ts,,false,,,true,,
tsj0y,Tompkins Square Children's Young Reader,Tompkins Square Children's Young Reader,Branch,,,ts,,false,,,true,,
tsjlf,Tompkins Square Children's Read-Along Book Fiction,Tompkins Square Children's Read-Along Book Fiction,Branch,,,ts,,false,,,true,,
tsjln,Tompkins Square Children's Read-Along Book Non-Fiction,Tompkins Square Children's Read-Along Book Non-Fiction,Branch,,,ts,,false,,,true,,
tsjr,Tompkins Square Children's Reference,Tompkins Square Children's Reference,Branch,,,ts,,false,,,true,,
tsy,Tompkins Square Young Adult,Tompkins Square Young Adult,Branch,,,ts,,false,,,true,,
tsy01,Tompkins Square YA Reference,Tompkins Square YA Reference,Branch,,,ts,,false,,,true,,
tsy0f,Tompkins Square YA Fiction,Tompkins Square YA Fiction,Branch,,,ts,,false,,,true,,
tsy0l,Tompkins Square YA World Languages,Tompkins Square YA World Languages,Branch,,,ts,,false,,,true,,
tsy0n,Tompkins Square YA Non-Fiction,Tompkins Square YA Non-Fiction,Branch,,,ts,,false,,,true,,
tsy0v,Tompkins Square YA Non-Print Media,Tompkins Square YA Non-Print Media,Branch,,,ts,,false,,,true,,
tsyr,Tompkins Square Young Adult Reference,Tompkins Square Young Adult Reference,Branch,,,ts,,false,,,true,,
tsytn,Tompkins Square Young Adult College and Career Pathways Collection,Tompkins Square Young Adult College and Career Pathways Collection,Branch,,,ts,,false,,,true,,
tszzz,Tompkins Square,Tompkins Square (error code),Branch,,,ts,,false,,,true,,
tv,Tottenville,Tottenville,Branch,,,tv,,false,,,true,,
tva,Tottenville Adult,Tottenville Adult,Branch,,,tv,,false,,,true,,
tva01,Tottenville Reference,Tottenville Reference,Branch,,,tv,,false,,,true,,
tva03,Tottenville Closed Shelf Reference,Tottenville Closed Shelf Reference,Branch,,,tv,,false,,,true,,
tva0f,Tottenville Fiction,Tottenville Fiction,Branch,,,tv,,false,,,true,,
tva0l,Tottenville World Languages,Tottenville World Languages,Branch,,,tv,,false,,,true,,
tva0n,Tottenville Non-Fiction,Tottenville Non-Fiction,Branch,,,tv,,false,,,true,,
tva0v,Tottenville Non-Print Media,Tottenville Non-Print Media,Branch,,,tv,,false,,,true,,
tvar,Tottenville Adult Reference,Tottenville Adult Reference,Branch,,,tv,,false,,,true,,
tvj,Tottenville Children,Tottenville Children,Branch,,,tv,,false,,,true,,
tvj01,Tottenville Children's Reference,Tottenville Children's Reference,Branch,,,tv,,false,,,true,,
tvj0a,Tottenville Children's Easy Book,Tottenville Children's Easy Book,Branch,,,tv,,false,,,true,,
tvj0f,Tottenville Children's Fiction,Tottenville Children's Fiction,Branch,,,tv,,false,,,true,,
tvj0h,Tottenville Children's Holiday Book,Tottenville Children's Holiday Book,Branch,,,tv,,false,,,true,,
tvj0i,Tottenville Children's Picture Book,Tottenville Children's Picture Book,Branch,,,tv,,false,,,true,,
tvj0l,Tottenville Children's World Languages,Tottenville Children's World Languages,Branch,,,tv,,false,,,true,,
tvj0n,Tottenville Children's Non-Fiction,Tottenville Children's Non-Fiction,Branch,,,tv,,false,,,true,,
tvj0t,Tottenville Children's Fairy Tale,Tottenville Children's Fairy Tale,Branch,,,tv,,false,,,true,,
tvj0v,Tottenville Children's Non-Print Media,Tottenville Children's Non-Print Media,Branch,,,tv,,false,,,true,,
tvj0y,Tottenville Children's Young Reader,Tottenville Children's Young Reader,Branch,,,tv,,false,,,true,,
tvjlf,Tottenville Children's Read-Along Book Fiction,Tottenville Children's Read-Along Book Fiction,Branch,,,tv,,false,,,true,,
tvjln,Tottenville Children's Read-Along Book Non-Fiction,Tottenville Children's Read-Along Book Non-Fiction,Branch,,,tv,,false,,,true,,
tvjr,Tottenville Children's Reference,Tottenville Children's Reference,Branch,,,tv,,false,,,true,,
tvy,Tottenville Young Adult,Tottenville Young Adult,Branch,,,tv,,false,,,true,,
tvy01,Tottenville YA Reference,Tottenville YA Reference,Branch,,,tv,,false,,,true,,
tvy0f,Tottenville YA Fiction,Tottenville YA Fiction,Branch,,,tv,,false,,,true,,
tvy0l,Tottenville YA World Languages,Tottenville YA World Languages,Branch,,,tv,,false,,,true,,
tvy0n,Tottenville YA Non-Fiction,Tottenville YA Non-Fiction,Branch,,,tv,,false,,,true,,
tvy0v,Tottenville YA Non-Print Media,Tottenville YA Non-Print Media,Branch,,,tv,,false,,,true,,
tvyr,Tottenville Young Adult Reference,Tottenville Young Adult Reference,Branch,,,tv,,false,,,true,,
tvzzz,Tottenville,Tottenville (error code),Branch,,,tv,,false,,,true,,
vc,Van Cortlandt,Van Cortlandt,Branch,,,vc,,false,,,true,,
vca,Van Cortlandt Adult,Van Cortlandt Adult,Branch,,,vc,,false,,,true,,
vca01,Van Cortlandt Reference,Van Cortlandt Reference,Branch,,,vc,,false,,,true,,
vca03,Van Cortlandt Closed Shelf Reference,Van Cortlandt Closed Shelf Reference,Branch,,,vc,,false,,,true,,
vca0f,Van Cortlandt Fiction,Van Cortlandt Fiction,Branch,,,vc,,false,,,true,,
vca0l,Van Cortlandt World Languages,Van Cortlandt World Languages,Branch,,,vc,,false,,,true,,
vca0n,Van Cortlandt Non-Fiction,Van Cortlandt Non-Fiction,Branch,,,vc,,false,,,true,,
vca0v,Van Cortlandt Non-Print Media,Van Cortlandt Non-Print Media,Branch,,,vc,,false,,,true,,
vcar,Van Cortlandt Adult Reference,Van Cortlandt Adult Reference,Branch,,,vc,,false,,,true,,
vcj,Van Cortlandt Children,Van Cortlandt Children,Branch,,,vc,,false,,,true,,
vcj01,Van Cortlandt Children's Reference,Van Cortlandt Children's Reference,Branch,,,vc,,false,,,true,,
vcj0a,Van Cortlandt Children's Easy Book,Van Cortlandt Children's Easy Book,Branch,,,vc,,false,,,true,,
vcj0f,Van Cortlandt Children's Fiction,Van Cortlandt Children's Fiction,Branch,,,vc,,false,,,true,,
vcj0h,Van Cortlandt Children's Holiday Book,Van Cortlandt Children's Holiday Book,Branch,,,vc,,false,,,true,,
vcj0i,Van Cortlandt Children's Picture Book,Van Cortlandt Children's Picture Book,Branch,,,vc,,false,,,true,,
vcj0l,Van Cortlandt Children's World Languages,Van Cortlandt Children's World Languages,Branch,,,vc,,false,,,true,,
vcj0n,Van Cortlandt Children's Non-Fiction,Van Cortlandt Children's Non-Fiction,Branch,,,vc,,false,,,true,,
vcj0t,Van Cortlandt Children's Fairy Tale,Van Cortlandt Children's Fairy Tale,Branch,,,vc,,false,,,true,,
vcj0v,Van Cortlandt Children's Non-Print Media,Van Cortlandt Children's Non-Print Media,Branch,,,vc,,false,,,true,,
vcj0y,Van Cortlandt Children's Young Reader,Van Cortlandt Children's Young Reader,Branch,,,vc,,false,,,true,,
vcjel,Van Cortlandt Children's Read Together: Storytime Kits,Van Cortlandt Children's Read Together: Storytime Kits,Branch,,,vc,,false,,,true,,
vcjlf,Van Cortlandt Children's Read-Along Book Fiction,Van Cortlandt Children's Read-Along Book Fiction,Branch,,,vc,,false,,,true,,
vcjln,Van Cortlandt Children's Read-Along Book Non-Fiction,Van Cortlandt Children's Read-Along Book Non-Fiction,Branch,,,vc,,false,,,true,,
vcjr,Van Cortlandt Children's Reference,Van Cortlandt Children's Reference,Branch,,,vc,,false,,,true,,
vcy,Van Cortlandt Young Adult,Van Cortlandt Young Adult,Branch,,,vc,,false,,,true,,
vcy01,Van Cortlandt YA Reference,Van Cortlandt YA Reference,Branch,,,vc,,false,,,true,,
vcy0f,Van Cortlandt YA Fiction,Van Cortlandt YA Fiction,Branch,,,vc,,false,,,true,,
vcy0l,Van Cortlandt YA World Languages,Van Cortlandt YA World Languages,Branch,,,vc,,false,,,true,,
vcy0n,Van Cortlandt YA Non-Fiction,Van Cortlandt YA Non-Fiction,Branch,,,vc,,false,,,true,,
vcy0v,Van Cortlandt YA Non-Print Media,Van Cortlandt YA Non-Print Media,Branch,,,vc,,false,,,true,,
vcyr,Van Cortlandt Young Adult Reference,Van Cortlandt Young Adult Reference,Branch,,,vc,,false,,,true,,
vcytn,Van Cortlandt Young Adult College and Career Pathways Collection,Van Cortlandt Young Adult College and Career Pathways Collection,Branch,,,vc,,false,,,true,,
vczzz,Van Cortlandt,Van Cortlandt (error code),Branch,,,vc,,false,,,true,,
vn,Van Nest,Pelham Parkway-Van Nest,Branch,,,vn,,false,,,true,,
vna,Van Nest Adult,Pelham Parkway-Van Nest Adult,Branch,,,vn,,false,,,true,,
vna01,Van Nest Reference,Pelham Parkway-Van Nest Reference,Branch,,,vn,,false,,,true,,
vna03,Van Nest Closed Shelf Reference,Pelham Parkway-Van Nest Closed Shelf Reference,Branch,,,vn,,false,,,true,,
vna0f,Van Nest Fiction,Pelham Parkway-Van Nest Fiction,Branch,,,vn,,false,,,true,,
vna0l,Van Nest World Languages,Pelham Parkway-Van Nest World Languages,Branch,,,vn,,false,,,true,,
vna0n,Van Nest Non-Fiction,Pelham Parkway-Van Nest Non-Fiction,Branch,,,vn,,false,,,true,,
vna0v,Van Nest Non-Print Media,Pelham Parkway-Van Nest Non-Print Media,Branch,,,vn,,false,,,true,,
vna0w,Pelham Parkway-Van Nest Adult Learning Center,Pelham Parkway-Van Nest Adult Learning Center,Branch,,,vn,,false,,,true,,
vnacn,Pelham Parkway Jerome Robbins Adult Non-Fiction,Pelham Parkway Jerome Robbins Adult Non-Fiction,Branch,,,vn,,false,,,true,,
vnacv,Pelham Parkway Jerome Robbins Non-Print Media,Pelham Parkway Jerome Robbins Non-Print Media,Branch,,,vn,,false,,,true,,
vnar,Van Nest Adult Reference,Pelham Parkway-Van Nest Adult Reference,Branch,,,vn,,false,,,true,,
vnj,Van Nest Children,Pelham Parkway-Van Nest Children,Branch,,,vn,,false,,,true,,
vnj01,Van Nest Children's Reference,Pelham Parkway-Van Nest Children's Reference,Branch,,,vn,,false,,,true,,
vnj0a,Van Nest Children's Easy Book,Pelham Parkway-Van Nest Children's Easy Book,Branch,,,vn,,false,,,true,,
vnj0f,Van Nest Children's Fiction,Pelham Parkway-Van Nest Children's Fiction,Branch,,,vn,,false,,,true,,
vnj0h,Van Nest Children's Holiday Book,Pelham Parkway-Van Nest Children's Holiday Book,Branch,,,vn,,false,,,true,,
vnj0i,Van Nest Children's Picture Book,Pelham Parkway-Van Nest Children's Picture Book,Branch,,,vn,,false,,,true,,
vnj0l,Van Nest World Languages,Pelham Parkway-Van Nest World Languages,Branch,,,vn,,false,,,true,,
vnj0n,Van Nest Children's Non-Fiction,Pelham Parkway-Van Nest Children's Non-Fiction,Branch,,,vn,,false,,,true,,
vnj0t,Van Nest Children's Fairy Tale,Pelham Parkway-Van Nest Children's Fairy Tale,Branch,,,vn,,false,,,true,,
vnj0v,Van Nest Children's Non-Print Media,Pelham Parkway-Van Nest Children's Non-Print Media,Branch,,,vn,,false,,,true,,
vnj0y,Van Nest Children's Young Reader,Pelham Parkway-Van Nest Children's Young Reader,Branch,,,vn,,false,,,true,,
vnjcn,Pelham Parkway Jerome Robbins Children's Non-Fiction,Pelham Parkway Jerome Robbins Children's Non-Fiction,Branch,,,vn,,false,,,true,,
vnjlf,Pelham Parkway-Van Nest Children's Read-Along Book Fiction,Pelham Parkway-Van Nest Children's Read-Along Book Fiction,Branch,,,vn,,false,,,true,,
vnjln,Pelham Parkway-Van Nest Children's Read-Along Book Non-Fiction,Pelham Parkway-Van Nest Children's Read-Along Book Non-Fiction,Branch,,,vn,,false,,,true,,
vnjr,Van Nest Children's Reference,Pelham Parkway-Van Nest Children's Reference,Branch,,,vn,,false,,,true,,
vny,Van Nest Young Adult,Pelham Parkway-Van Nest Young Adult,Branch,,,vn,,false,,,true,,
vny01,Van Nest YA Reference,Pelham Parkway-Van Nest YA Reference,Branch,,,vn,,false,,,true,,
vny0f,Van Nest YA Fiction,Pelham Parkway-Van Nest YA Fiction,Branch,,,vn,,false,,,true,,
vny0l,Van Nest YA World Languages,Pelham Parkway-Van Nest YA World Languages,Branch,,,vn,,false,,,true,,
vny0n,Van Nest YA Non-Fiction,Pelham Parkway-Van Nest YA Non-Fiction,Branch,,,vn,,false,,,true,,
vny0v,Van Nest YA Non-Print Media,Pelham Parkway-Van Nest YA Non-Print Media,Branch,,,vn,,false,,,true,,
vnyr,Van Nest Young Adult Reference,Pelham Parkway-Van Nest Young Adult Reference,Branch,,,vn,,false,,,true,,
vnzzz,Van Nest,Pelham Parkway-Van Nest (error code),Branch,,,vn,,false,,,true,,
wb,Webster,Webster,Branch,,,wb,,false,,,true,,
wba,Webster Adult,Webster Adult,Branch,,,wb,,false,,,true,,
wba01,Webster Reference,Webster Reference,Branch,,,wb,,false,,,true,,
wba03,Webster Closed Shelf Reference,Webster Closed Shelf Reference,Branch,,,wb,,false,,,true,,
wba0f,Webster Fiction,Webster Fiction,Branch,,,wb,,false,,,true,,
wba0l,Webster World Languages,Webster World Languages,Branch,,,wb,,false,,,true,,
wba0n,Webster Non-Fiction,Webster Non-Fiction,Branch,,,wb,,false,,,true,,
wba0v,Webster Non-Print Media,Webster Non-Print Media,Branch,,,wb,,false,,,true,,
wbar,Webster Adult Reference,Webster Adult Reference,Branch,,,wb,,false,,,true,,
wbj,Webster Children,Webster Children,Branch,,,wb,,false,,,true,,
wbj01,Webster Children's Reference,Webster Children's Reference,Branch,,,wb,,false,,,true,,
wbj0a,Webster Children's Easy Book,Webster Children's Easy Book,Branch,,,wb,,false,,,true,,
wbj0f,Webster Children's Fiction,Webster Children's Fiction,Branch,,,wb,,false,,,true,,
wbj0h,Webster Children's Holiday Book,Webster Children's Holiday Book,Branch,,,wb,,false,,,true,,
wbj0i,Webster Children's Picture Book,Webster Children's Picture Book,Branch,,,wb,,false,,,true,,
wbj0l,Webster Children's World Languages,Webster Children's World Languages,Branch,,,wb,,false,,,true,,
wbj0n,Webster Children's Non-Fiction,Webster Children's Non-Fiction,Branch,,,wb,,false,,,true,,
wbj0t,Webster Children's Fairy Tale,Webster Children's Fairy Tale,Branch,,,wb,,false,,,true,,
